Label,ID,,,,Latitude,Longitude,,,,School Metro,,,School Charter,School Magnet,School Year Round,School Nlns,School Kipp,School Charter Ready Promise,Teacher Prefix,Teach For America,Teacher NY Teaching Fellow,Primary Focus Subject,Primary Focus Area,Secondary Focus Subject,Secondary Focus Area,Resource Type,Poverty Level,Grade Level,,Total Price,Total Price Plus Opt,Students Reached,Eligible For Double Your Impact,Eligible Almost Home Match,Date Posted,,,Is Fully Funded,ID
1,0.0,0.0,0.0,0.0,43.211212,-123.347179,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,6.0,4.0,0.0,0.0,6.0,4.0,3.0,0.0,841.92,990.49,45.0,1.0,-1.0,3909.0,0.0,0.0,0.0,#14c24ad2d12a17603d234af1d63839d2
1,0.0,0.0,0.0,0.0,37.949196,-121.688316,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,25.0,6.0,1.0,1.0,1.0,0.0,848.56,998.31,25.0,-1.0,-1.0,4993.0,0.0,0.0,0.0,#14c26920a5b9210bfa4afa3c62b71821
-1,0.0,0.0,0.0,0.0,32.986278,-80.106026,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,8.0,3.0,3.0,4.0,1.0,0.0,474.0,578.05,12.0,-1.0,-1.0,3024.0,0.0,0.0,0.0,#14c26fff498864d42973651ddfd067bd
1,0.0,0.0,0.0,0.0,42.382905,-85.949424,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,0.0,0.0,6.0,4.0,3.0,0.0,1349.5,1587.65,100.0,-1.0,-1.0,5041.0,0.0,0.0,0.0,#14c27e977f552a115cf15a24137f9cff
1,0.0,0.0,0.0,0.0,34.71268,-82.219607,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,24.0,4.0,16.0,5.0,2.0,3.0,1.0,0.0,216.7,264.27,220.0,1.0,1.0,3554.0,0.0,0.0,0.0,#14c2c0408ae8615f6e57c1136ded1763
1,0.0,0.0,0.0,0.0,42.349322,-83.206051,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,0.0,0.0,1.0,3.0,2.0,0.0,641.77,755.02,30.0,-1.0,-1.0,3903.0,0.0,0.0,0.0,#14c2c5b9cce86bdbe35930a90ec16eec
1,0.0,0.0,0.0,0.0,35.953404,-95.370506,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,7.0,7.0,2.0,4.0,1.0,0.0,454.79,535.05,22.0,-1.0,1.0,3878.0,0.0,0.0,0.0,#14c2f732f0d00419b2ec64a90106c6f8
-1,0.0,0.0,0.0,0.0,40.823013,-73.921158,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3.0,3.0,0.0,0.0,1.0,4.0,3.0,0.0,465.0,567.07,40.0,-1.0,-1.0,2985.0,0.0,0.0,0.0,#14c2fe6120d65f04c3c87b59d50a0343
1,0.0,0.0,0.0,0.0,32.805327,-117.107857,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,17.0,6.0,6.0,4.0,1.0,0.0,407.0,496.34,20.0,1.0,-1.0,3373.0,0.0,0.0,0.0,#14c30bbd1bcc9499c35e8961e9ab7e59
1,0.0,0.0,0.0,0.0,39.318111,-76.540117,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,17.0,6.0,0.0,0.0,2.0,4.0,2.0,0.0,157.06,191.54,28.0,1.0,-1.0,3641.0,0.0,0.0,0.0,#14c30f1c846b0156b853cb8ae9abd125
