Label,ID,,,,Latitude,Longitude,,,,School Metro,,,School Charter,School Magnet,School Year Round,School Nlns,School Kipp,School Charter Ready Promise,Teacher Prefix,Teach For America,Teacher NY Teaching Fellow,Primary Focus Subject,Primary Focus Area,Secondary Focus Subject,Secondary Focus Area,Resource Type,Poverty Level,Grade Level,,Total Price,Total Price Plus Opt,Students Reached,Eligible For Double Your Impact,Eligible Almost Home Match,Date Posted,,,Is Fully Funded,ID
1,0.0,0.0,0.0,0.0,40.865977,-73.850815,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,1.0,25.0,6.0,24.0,4.0,2.0,4.0,1.0,0.0,156.58,184.21,18.0,1.0,1.0,4007.0,0.0,0.0,0.0,#0c82be15385ddbaf234659ced7da4103
1,0.0,0.0,0.0,0.0,45.021297,-84.669762,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,17.0,6.0,26.0,1.0,1.0,3.0,3.0,0.0,139.94,164.64,30.0,-1.0,-1.0,4299.0,0.0,0.0,0.0,#0c82cd0fcd170823f2a44fb8b98185fd
1,0.0,0.0,0.0,0.0,40.814302,-73.886897,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,26.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,691.58,813.62,55.0,-1.0,-1.0,4779.0,0.0,0.0,0.0,#0c82d189aacb018c524f5639d753b92d
1,0.0,0.0,0.0,0.0,40.674608,-73.960348,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,7.0,7.0,5.0,7.0,6.0,4.0,1.0,0.0,725.0,884.15,0.0,-1.0,-1.0,1262.0,0.0,0.0,0.0,#0c82d88aa19a62aefdbc59cdbaeac861
1,0.0,0.0,0.0,0.0,42.243165,-71.445173,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,8.0,3.0,3.0,1.0,1.0,0.0,562.67,661.96,21.0,-1.0,-1.0,5037.0,0.0,0.0,0.0,#0c82e32333b23cf1c078943f0afcc358
1,0.0,0.0,0.0,0.0,26.10803,-81.764656,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,16.0,5.0,25.0,6.0,6.0,4.0,2.0,0.0,181.45,213.47,18.0,1.0,-1.0,4325.0,0.0,0.0,0.0,#0c8321f0ebf21212fda345d17d5279c8
1,0.0,0.0,0.0,0.0,33.86865,-118.391404,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,7.0,7.0,17.0,6.0,2.0,1.0,1.0,0.0,1694.61,1993.66,22.0,-1.0,-1.0,4999.0,0.0,0.0,0.0,#0c832dccd1c49e83c7f683fe5637659d
1,0.0,0.0,0.0,0.0,37.745556,-122.450925,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,24.0,4.0,17.0,6.0,3.0,3.0,4.0,0.0,610.7,718.47,30.0,-1.0,-1.0,4654.0,0.0,0.0,0.0,#0c8340ad0cb234fd7b9e632485bf6305
1,0.0,0.0,0.0,0.0,28.008318,-82.497726,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,23.0,6.0,0.0,0.0,1.0,4.0,2.0,0.0,309.76,364.42,50.0,1.0,-1.0,4074.0,0.0,0.0,0.0,#0c83579fd9734f1b3dc4d780e8c77f84
1,0.0,0.0,0.0,0.0,45.785088,-108.52536,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,25.0,6.0,3.0,3.0,4.0,0.0,547.47,644.08,130.0,-1.0,-1.0,4864.0,0.0,0.0,0.0,#0c836a2a4b9d6b0d622224466257feb3
