Label,ID,,,,Latitude,Longitude,,,,School Metro,,,School Charter,School Magnet,School Year Round,School Nlns,School Kipp,School Charter Ready Promise,Teacher Prefix,Teach For America,Teacher NY Teaching Fellow,Primary Focus Subject,Primary Focus Area,Secondary Focus Subject,Secondary Focus Area,Resource Type,Poverty Level,Grade Level,,Total Price,Total Price Plus Opt,Students Reached,Eligible For Double Your Impact,Eligible Almost Home Match,Date Posted,,,Is Fully Funded,ID
1,0.0,0.0,0.0,0.0,40.813663,-73.925957,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,26.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,367.46,432.31,8.0,-1.0,-1.0,5033.0,0.0,0.0,0.0,#10b35e6b2272dc8067b86221101bd654
1,0.0,0.0,0.0,0.0,40.774338,-73.984751,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,1.0,10.0,5.0,16.0,5.0,2.0,4.0,4.0,0.0,441.05,518.88,100.0,1.0,-1.0,4532.0,0.0,0.0,0.0,#10b369b0f2a74f118a1dea82280ef08a
1,0.0,0.0,0.0,0.0,28.572289,-81.884784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,24.0,4.0,20.0,7.0,3.0,4.0,2.0,0.0,392.05,461.24,22.0,-1.0,-1.0,4193.0,0.0,0.0,0.0,#10b37e54db83f8b31ecb7d341d47dfe7
1,0.0,0.0,0.0,0.0,42.982752,-82.463127,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,25.0,6.0,1.0,3.0,3.0,0.0,379.72,446.73,148.0,-1.0,-1.0,5086.0,0.0,0.0,0.0,#10b38684f548307c25061b6c11000704
-1,0.0,0.0,0.0,0.0,34.088859,-118.287986,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,26.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,868.73,1022.04,8.0,-1.0,-1.0,4762.0,0.0,0.0,0.0,#10b387eaa5fef220c033ef0b31cc88ff
1,0.0,0.0,0.0,0.0,40.729717,-73.983969,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,1.0,25.0,6.0,9.0,7.0,1.0,4.0,3.0,0.0,643.0,784.15,80.0,1.0,-1.0,3360.0,0.0,0.0,0.0,#10b390ee37cc2c2465282bef02050e53
-1,0.0,0.0,0.0,0.0,34.141129,-118.392998,0.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,8.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,204.92,241.08,28.0,1.0,-1.0,4389.0,0.0,0.0,0.0,#10b39704a836bd109cb7cbaf480e6db4
-1,0.0,0.0,0.0,0.0,33.933888,-118.327269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,13.0,2.0,7.0,7.0,2.0,4.0,1.0,0.0,765.74,900.87,100.0,-1.0,-1.0,5050.0,0.0,0.0,0.0,#10b3aae5e8b2a865c674c926d1750c6d
1,0.0,0.0,0.0,0.0,40.730343,-89.606719,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,6.0,4.0,16.0,5.0,2.0,4.0,2.0,0.0,345.6,406.59,550.0,1.0,-1.0,4749.0,0.0,0.0,0.0,#10b3ae98957f4a3db19e8fc21c4cb768
1,0.0,0.0,0.0,0.0,27.12179,-82.417016,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,6.0,4.0,1.0,4.0,2.0,3.0,2.0,0.0,595.67,726.43,75.0,-1.0,-1.0,3706.0,0.0,0.0,0.0,#10b3b4ab0fd4dfa8bb977223e257553e
1,0.0,0.0,0.0,0.0,41.748823,-87.634492,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,6.0,4.0,1.0,4.0,1.0,4.0,2.0,0.0,207.0,252.44,400.0,-1.0,-1.0,2582.0,0.0,0.0,0.0,#10b3d2dd5d942f2c1b5af5b421e3ee67
1,0.0,0.0,0.0,0.0,39.663679,-75.696176,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,17.0,6.0,25.0,6.0,3.0,3.0,4.0,0.0,1325.33,1559.21,180.0,-1.0,-1.0,4568.0,0.0,0.0,0.0,#10b3da7e925e5cf2e3cebc4322adfdfd
