Label,ID,,,,Latitude,Longitude,,,,School Metro,,,School Charter,School Magnet,School Year Round,School Nlns,School Kipp,School Charter Ready Promise,Teacher Prefix,Teach For America,Teacher NY Teaching Fellow,Primary Focus Subject,Primary Focus Area,Secondary Focus Subject,Secondary Focus Area,Resource Type,Poverty Level,Grade Level,,Total Price,Total Price Plus Opt,Students Reached,Eligible For Double Your Impact,Eligible Almost Home Match,Date Posted,,,Is Fully Funded,ID
1,0.0,0.0,0.0,0.0,38.798181,-121.279679,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,8.0,3.0,2.0,2.0,2.0,0.0,231.72,272.61,32.0,-1.0,-1.0,3901.0,0.0,0.0,0.0,#18dd355c237298af31414eeb4781438c
1,0.0,0.0,0.0,0.0,30.018611,-95.419093,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,8.0,3.0,6.0,4.0,1.0,0.0,384.24,452.05,20.0,1.0,-1.0,4938.0,0.0,0.0,0.0,#18dd5d553d725606146369753eb812c6
1,0.0,0.0,0.0,0.0,34.712237,-79.00359,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,319.8,390.0,28.0,-1.0,-1.0,2118.0,0.0,0.0,0.0,#18dd6c8349c4cea34cfe24205bdd2e1d
1,0.0,0.0,0.0,0.0,34.029933,-118.435195,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,25.0,6.0,17.0,6.0,1.0,4.0,3.0,0.0,471.76,555.01,125.0,1.0,-1.0,4663.0,0.0,0.0,0.0,#18dd7004cba0803bdacc22151ac06277
1,0.0,0.0,0.0,0.0,32.728106,-96.622792,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,23.0,6.0,1.0,4.0,1.0,0.0,379.74,446.75,23.0,1.0,-1.0,4126.0,0.0,0.0,0.0,#18dd95e100150f60e94a60bba0227863
1,0.0,0.0,0.0,0.0,38.909915,-76.9223,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,6.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,232.74,273.81,4.0,1.0,-1.0,4360.0,0.0,0.0,0.0,#18dda945002c6a5afab2b8e2def8ca9c
1,0.0,0.0,0.0,0.0,34.062309,-118.304254,0.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,25.0,6.0,7.0,7.0,2.0,4.0,1.0,0.0,230.19,270.81,20.0,-1.0,1.0,3991.0,0.0,0.0,0.0,#18dda9ad80db520300c1cb76379f5d59
1,0.0,0.0,0.0,0.0,36.000712,-78.831676,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,8.0,3.0,0.0,0.0,3.0,4.0,4.0,0.0,770.12,939.17,175.0,1.0,-1.0,3740.0,0.0,0.0,0.0,#18ddae546d3679aaf375f5e0adff6f13
-1,0.0,0.0,0.0,0.0,29.865599,-90.054116,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,25.0,6.0,1.0,4.0,2.0,0.0,641.05,754.18,60.0,1.0,-1.0,4997.0,0.0,0.0,0.0,#18dde57e48e579fc6f38b9e6b1bbe2d0
-1,0.0,0.0,0.0,0.0,29.66691,-95.349673,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,8.0,3.0,17.0,6.0,2.0,3.0,2.0,0.0,789.22,928.49,27.0,1.0,-1.0,4901.0,0.0,0.0,0.0,#18de087b1d8c974bdb969c30f560bb54
