Label,ID,,,,Latitude,Longitude,,,,School Metro,,,School Charter,School Magnet,School Year Round,School Nlns,School Kipp,School Charter Ready Promise,Teacher Prefix,Teach For America,Teacher NY Teaching Fellow,Primary Focus Subject,Primary Focus Area,Secondary Focus Subject,Secondary Focus Area,Resource Type,Poverty Level,Grade Level,,Total Price,Total Price Plus Opt,Students Reached,Eligible For Double Your Impact,Eligible Almost Home Match,Date Posted,,,Is Fully Funded,ID
1,0.0,0.0,0.0,0.0,41.767681,-87.590388,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,25.0,6.0,1.0,4.0,1.0,0.0,242.93,296.26,18.0,-1.0,-1.0,1824.0,0.0,0.0,0.0,#1d0bf28fea13ae7fa80b43cf50ed9fa4
1,0.0,0.0,0.0,0.0,41.449362,-88.261344,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,26.0,1.0,22.0,7.0,3.0,2.0,4.0,0.0,357.83,420.98,42.0,1.0,-1.0,5051.0,0.0,0.0,0.0,#1d0bfbdc7237f69d7997daff655aed1b
1,0.0,0.0,0.0,0.0,33.216901,-87.529691,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,3.0,3.0,8.0,3.0,3.0,3.0,2.0,0.0,470.11,553.07,60.0,1.0,-1.0,4533.0,0.0,0.0,0.0,#1d0c1265d9c30c86632bed6a4b1c0bf0
1,0.0,0.0,0.0,0.0,61.612354,-149.622894,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,26.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,121.08,142.45,18.0,1.0,-1.0,4987.0,0.0,0.0,0.0,#1d0c550574062afe490dd20666ed2027
-1,0.0,0.0,0.0,0.0,41.87863,-87.766217,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,8.0,3.0,3.0,4.0,2.0,0.0,2307.0,2714.12,60.0,-1.0,-1.0,4967.0,0.0,0.0,0.0,#1d0c6c042b882748d9767b068e8dfc98
1,0.0,0.0,0.0,0.0,29.842632,-95.479164,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,16.0,5.0,0.0,0.0,3.0,3.0,3.0,0.0,670.0,817.07,170.0,1.0,-1.0,3157.0,0.0,0.0,0.0,#1d0c9d6ce0fba0e94cbb4aa0fc49de23
1,0.0,0.0,0.0,0.0,33.929065,-84.000197,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,8.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,339.0,413.41,16.0,-1.0,-1.0,2860.0,0.0,0.0,0.0,#1d0ca84fcb7efbfe457c265be4ace2b6
1,0.0,0.0,0.0,0.0,39.993672,-75.135781,0.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,15.0,2.0,4.0,2.0,2.0,4.0,3.0,0.0,443.61,521.89,230.0,-1.0,-1.0,4675.0,0.0,0.0,0.0,#1d0ca937c3674f2e1951c936c41c8e7d
1,0.0,0.0,0.0,0.0,32.046963,-81.09742,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,13.0,2.0,17.0,6.0,2.0,2.0,1.0,0.0,674.64,793.69,22.0,1.0,-1.0,4917.0,0.0,0.0,0.0,#1d0cc7e32e8453e80b2fc6892b21f1de
1,0.0,0.0,0.0,0.0,37.759073,-122.436365,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,25.0,6.0,24.0,4.0,3.0,3.0,2.0,0.0,312.55,367.71,42.0,-1.0,-1.0,4428.0,0.0,0.0,0.0,#1d0cdbd1f26282c714a56c224a1171a2
-1,0.0,0.0,0.0,0.0,42.500484,-96.394249,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,6.0,4.0,6.0,4.0,2.0,4.0,2.0,0.0,839.27,1023.5,660.0,-1.0,-1.0,3301.0,0.0,0.0,0.0,#1d0d38cc921895e7e5af2fac325b9fe9
-1,0.0,0.0,0.0,0.0,39.391224,-76.551941,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,5.0,7.0,10.0,5.0,3.0,4.0,3.0,0.0,315.74,371.46,150.0,1.0,-1.0,4508.0,0.0,0.0,0.0,#1d0d67b452645d9c7b7b24cbbf8742f8
1,0.0,0.0,0.0,0.0,34.147984,-118.423958,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,2.0,3.0,0.0,0.0,6.0,2.0,1.0,0.0,189.25,222.65,48.0,1.0,-1.0,3926.0,0.0,0.0,0.0,#1d0d6b42656d2d238aba3365293a31b5
-1,0.0,0.0,0.0,0.0,30.257171,-92.215306,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,8.0,3.0,25.0,6.0,3.0,3.0,1.0,0.0,903.98,1063.51,17.0,-1.0,-1.0,5053.0,0.0,0.0,0.0,#1d0d7499d11cc312255f4efcb0aff61c
1,0.0,0.0,0.0,0.0,41.497635,-90.478767,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,24.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,184.03,216.51,700.0,1.0,-1.0,4659.0,0.0,0.0,0.0,#1d0d9430dfddea08decebf2a0cde09bd
1,0.0,0.0,0.0,0.0,39.143749,-94.941994,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,11.0,2.0,13.0,2.0,6.0,2.0,1.0,0.0,738.08,868.33,60.0,1.0,-1.0,4396.0,0.0,0.0,0.0,#1d0d98b7b5e41a1af3afc4987964ea52
1,0.0,0.0,0.0,0.0,34.059674,-118.244674,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,25.0,6.0,0.0,0.0,1.0,4.0,4.0,0.0,649.77,792.4,60.0,1.0,-1.0,3651.0,0.0,0.0,0.0,#1d0dbf8319f4837b687eab94c7ae5ea7
1,0.0,0.0,0.0,0.0,36.523218,-91.541035,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,8.0,3.0,3.0,3.0,2.0,0.0,559.83,658.62,17.0,-1.0,-1.0,5005.0,0.0,0.0,0.0,#1d0dd8ec0eb01681b27282dded64870f
1,0.0,0.0,0.0,0.0,30.530005,-89.686512,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,25.0,6.0,0.0,0.0,1.0,4.0,3.0,0.0,355.0,432.93,80.0,1.0,-1.0,3140.0,0.0,0.0,0.0,#1d0ddbf882ab83713e933ab1ae882cca
1,0.0,0.0,0.0,0.0,37.767817,-121.902261,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3.0,3.0,0.0,0.0,3.0,1.0,4.0,0.0,932.19,1096.69,900.0,-1.0,-1.0,4291.0,0.0,0.0,0.0,#1d0df39be3aa2a52c2d6ae5ca70ddf69
1,0.0,0.0,0.0,0.0,39.950542,-81.557583,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,2.0,3.0,17.0,6.0,1.0,4.0,2.0,0.0,241.0,293.9,20.0,-1.0,-1.0,2910.0,0.0,0.0,0.0,#1d0e1708ec2bfd477a50ce432d2c9b11
