Label,ID,,,,Latitude,Longitude,,,,School Metro,,,School Charter,School Magnet,School Year Round,School Nlns,School Kipp,School Charter Ready Promise,Teacher Prefix,Teach For America,Teacher NY Teaching Fellow,Primary Focus Subject,Primary Focus Area,Secondary Focus Subject,Secondary Focus Area,Resource Type,Poverty Level,Grade Level,,Total Price,Total Price Plus Opt,Students Reached,Eligible For Double Your Impact,Eligible Almost Home Match,Date Posted,,,Is Fully Funded,ID
1,0.0,0.0,0.0,0.0,41.807654,-87.673257,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,8.0,3.0,24.0,4.0,2.0,4.0,1.0,0.0,1273.82,1498.61,31.0,-1.0,-1.0,4851.0,0.0,0.0,0.0,#00001ccc0e81598c4bd86bacb94d7acb
1,0.0,0.0,0.0,0.0,35.203447,-118.840956,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,25.0,6.0,2.0,4.0,1.0,0.0,477.32,561.55,20.0,1.0,-1.0,3902.0,0.0,0.0,0.0,#00002bff514104264a6b798356fdd893
-1,0.0,0.0,0.0,0.0,34.137997,-118.062795,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,25.0,6.0,17.0,6.0,1.0,2.0,2.0,0.0,892.31,1049.78,250.0,-1.0,-1.0,3996.0,0.0,0.0,0.0,#00002d691c05c51a5fdfbb2baef0ba25
1,0.0,0.0,0.0,0.0,44.437717,-70.201292,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,8.0,3.0,3.0,4.0,1.0,0.0,547.86,644.54,36.0,1.0,-1.0,5017.0,0.0,0.0,0.0,#0000b38bbc7252972f7984848cf58098
1,0.0,0.0,0.0,0.0,38.851982,-77.145287,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,23.0,6.0,26.0,1.0,3.0,3.0,1.0,0.0,384.86,452.78,19.0,-1.0,-1.0,5093.0,0.0,0.0,0.0,#0000ee613c92ddc5298bf63142996a5c
1,0.0,0.0,0.0,0.0,34.296596,-119.296596,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,27.0,5.0,25.0,6.0,1.0,4.0,2.0,0.0,240.1,282.47,28.0,1.0,-1.0,4479.0,0.0,0.0,0.0,#0000fa3aa8f6649abab23615b546016d
1,0.0,0.0,0.0,0.0,35.037663,-90.092321,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,17.0,6.0,25.0,6.0,1.0,4.0,3.0,0.0,382.71,450.25,90.0,-1.0,1.0,4704.0,0.0,0.0,0.0,#0000fb6aea57099cc5b051acb7f52a9e
1,0.0,0.0,0.0,0.0,34.571828,-80.615642,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,26.0,1.0,25.0,6.0,1.0,3.0,3.0,0.0,296.0,360.98,35.0,-1.0,-1.0,2779.0,0.0,0.0,0.0,#0001120447a33dd9ffeefa107ed04c43
-1,0.0,0.0,0.0,0.0,34.97755,-81.012395,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,24.0,4.0,3.0,3.0,2.0,0.0,300.97,354.08,21.0,-1.0,1.0,4359.0,0.0,0.0,0.0,#0001146d343ea9452089d0e302496c06
1,0.0,0.0,0.0,0.0,42.367172,-82.985527,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,0.0,675.24,823.46,300.0,-1.0,-1.0,3526.0,0.0,0.0,0.0,#0001151477ea5349a0aa64ed1d83f0bc
