projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
1d0bce9cc7339d4fc063dec12564543a,a6cf2bcaa0b80cbe5d0190785de70505,1302e161b174f4bd86965050dfdb1295,4.20615E+11,40.989391,-78.477268,Clearfield,PA,16830,,Clearfield Area School Dist,Clearfield,f,f,f,f,f,f,Mrs.,f,f,Extracurricular,Applied Learning,College & Career Prep,Applied Learning,Technology,high poverty,Grades 9-12,9,891,1086.59,35,t,f,11/17/09,f,f,t,f,f,f,t,f,0,0,2
1d0bbc678cda81b55f32377a4dc8ed16,dbd89b4e93b9aeb34339033370b1183e,c6d3618fa41bf0406c593dd39b9f0098,3.17482E+11,41.27474,-95.96479,Omaha,NE,68111,urban,Omaha Public School Dist 1,Douglas,f,t,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,,,Technology,highest poverty,Grades PreK-2,35,483.43,568.74,18,t,f,9/7/11,f,f,t,f,f,t,t,f,0,0,3
1d0bb695188f591e6ae3379c15e3198c,cb9b9a027070e561af82c011c767613b,de69df344d9bafb0c4ca02ef71a979a2,4.83498E+11,32.521546,-94.810315,Longview,TX,75604,urban,Pine Tree Ind School District,Gregg,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades PreK-2,35,380.46,447.6,21,f,f,4/3/11,f,,f,,f,,,,,,
1d0bab2bf9b3ba6e53cfca5316d43755,87b945c83979151fb0bd493d8331db4e,79c516acccf5caede4360a2d5d37d37a,51257001013,35.430612,-92.388379,Bee Branch,AR,72013,rural,South Side Bee Branch Sch Dist,Van Buren,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Technology,high poverty,Grades 9-12,35,4985.43,5865.21,120,f,f,11/23/10,f,f,f,f,f,f,f,f,0,0,1
1d0ba893150263a31e694ac1fb44b6ce,126710f53dc184d083d50bf7be8ab7c2,4f80a08212a856d66f3535468dde87db,1.72754E+11,42.28312,-88.019081,Mundelein,IL,60060,suburban,Mundelein Elem School Dist 75,Lake,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,moderate poverty,Grades PreK-2,35,248.82,292.73,17,f,f,3/20/11,f,f,f,f,t,f,f,f,100,0,1
1d0b8ab46f61b7ff7ffd1e646742b123,2d03026f98728f86d7ae737c40f438f8,e048280ee4dbad60350c5650beb91e6a,62781004204,37.224153,-121.784029,San Jose,CA,95119,urban,Oak Grove School District,Santa Clara,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Other,high poverty,Grades PreK-2,35,308.75,363.24,16,t,f,4/14/11,f,f,t,t,f,t,t,f,55,0,10
1d0b82699de192728a0d2e4eaecb065e,bbeeabcfbecbc0e1f6f7aee8223edc16,330f3fe7a95edeaa9be4a08a8b7feab1,2.9237E+11,38.712154,-90.40477,Saint Ann,MO,63074,suburban,Pattonville School Dist R3,St Louis,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 3-5,30,376.22,442.61,18,f,f,12/15/12,f,f,f,f,f,f,f,f,0,0,1
1d0b695b87e3d0e0befb8bfa88dcdfd7,4065e0f1bb538d1affb6c6ba62f21421,395a1142c71fef1f152ed21aa93bdd36,4.8197E+11,32.721214,-97.409012,Fort Worth,TX,76107,urban,Ft Worth Ind School District,Tarrant,f,f,f,f,f,f,Mrs.,f,f,ESL,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,17,359,437.8,22,t,f,8/15/08,f,,f,,f,,,,,,
1d0b68e8eceea4500a3f8ccf97e9330d,3921052f567cf0aa1a28243ce8540eec,b8122f29def28df4691959cbe5c6beaf,62142008504,33.934769,-118.348274,Lennox,CA,90304,suburban,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,t,Mr.,f,f,Applied Sciences,Math & Science,College & Career Prep,Applied Learning,Books,highest poverty,Grades 9-12,17,555,676.83,30,f,f,6/22/07,f,,t,,f,,,,,,
1d0b4acdafce7b4841f8caaa1bbd7217,ea8a210d9a5b003aab151d13d46d8bb1,8b362264c60f23c03a132d72f9810481,3.41056E+11,40.853885,-74.201173,Montclair,NJ,7043,,Montclair School District,Essex,f,t,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Health & Life Science,Math & Science,Technology,moderate poverty,Grades 3-5,9,230.3,280.85,500,f,f,5/22/10,f,f,t,f,f,f,t,f,,0,1
1d0b1b2f76824a9439ae9114902e121a,469589e9727aac2bfdee432c5459981d,dc76f97bed083545307f4074aa5026d3,62271009395,33.966127,-118.19363,Cudahy,CA,90201,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,t,t,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades 3-5,35,755.14,888.4,21,t,f,2/1/12,f,,f,,f,,,,,,
1d0b03ca630e17fc456e066b763e550b,9414a0c6fefcce375138d3b791710aaf,4c36fb1edddb527408191929d324e072,61674002108,37.676148,-122.098453,Hayward,CA,94541,suburban,Hayward Unified School Dist,Alameda,f,f,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,,397.7,485,32,f,f,4/19/06,f,,f,,f,,,,,,
1d0b026532658f29c30ce95f0328bdcf,caf5d60aa8d173574658528dc214bd9f,4386b45d2f95e70740973ae33da7f485,5.4015E+11,38.294709,-82.526635,Huntington,WV,25704,urban,Wayne Co School District,Wayne,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,College & Career Prep,Applied Learning,Technology,high poverty,Grades 9-12,9,762,929.27,150,t,f,6/12/09,f,f,t,t,t,t,t,f,66,0,3
1d0ae793dea7f562d655e6821bf1edc6,1fe2f78e252ad49eb77e3c7cee08bb13,4101a9aae2c82cb2e1aff922c30e92ab,1.70993E+11,41.802885,-87.662199,Chicago,IL,60609,urban,Southwest Side Hs Network,Cook,f,f,f,f,f,f,Mrs.,f,f,Other,Applied Learning,,,Technology,highest poverty,Grades 9-12,,1652,2014.63,60,f,f,1/4/06,f,f,t,t,f,f,t,f,,0,1
1d0ad63a75a40ce6292c0c49732f9229,5d8dfafbdfa37a4768daf8dc0c7e9c4f,23af05ef66224b2bb70278a6a872633e,1.30123E+11,33.554651,-84.30877,Jonesboro,GA,30236,suburban,Clayton Co Public Schools,Clayton,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,,,Supplies,highest poverty,Grades 9-12,35,537.16,631.95,53,f,f,10/28/11,f,f,t,t,f,t,t,f,40,0,16
1d0ab73d9bcf80953e7ff25fd48630b8,336b8c18ec61358946176f8410958dd2,a19530de23a7cdb17629734ef2312208,4.20549E+11,39.989334,-76.696228,York,PA,17406,suburban,Central York School District,York,f,f,f,f,f,f,Mr.,t,f,Environmental Science,Math & Science,,,Technology,moderate poverty,Grades 6-8,30,420.56,494.78,135,f,f,10/12/12,f,f,t,f,f,f,t,f,0,0,1
1d0a5531bb0e34b50aa05afd9630cf3c,6ccf0d859c21cb9aa117881b4e129ee8,1dd39cb1473ff6fcbf9ca124772bffec,1.20144E+11,28.485428,-81.444901,Orlando,FL,32811,urban,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,ESL,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30,136.54,160.64,17,f,f,2/19/13,f,t,t,t,f,t,f,f,40,3,3
1d0a4fc3676a7c44ad5589301e2b627a,902654279e488f77dd5ec80c643757c3,28eaa36d5c0a149c5b486748cd3873c8,1.20018E+11,25.975928,-80.262469,Miramar,FL,33025,suburban,Broward Co Public Schools,Broward,f,f,f,f,f,f,Mr.,f,f,Health & Life Science,Math & Science,History & Geography,History & Civics,Technology,high poverty,Grades 9-12,9,736.96,898.73,35,f,t,4/16/10,f,f,t,t,f,t,t,f,60,0,4
1d0a4e30ebb8cef52c635496b9283418,e8dd495343e717cf75a2a933c65d1f74,aad5515883c4b430e16859c88cb7c44d,3.70483E+11,36.219066,-81.659413,Boone,NC,28607,rural,Watauga Co School District,Watauga,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Technology,moderate poverty,Grades 3-5,,467.4,570,25,f,f,10/5/06,f,,f,,f,,,,,,
1d0a3b8a491f39d40ba7f826f76d335a,0385869de7251be15e651febb3fab8ed,888427bbb558d0923688902aa3299ac4,1.7127E+11,40.810151,-89.635587,Peoria,IL,61615,urban,Dunlap Cmty Unit Sch Dist 323,Peoria,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Technology,low poverty,Grades 3-5,17,316,385.37,29,f,f,4/10/08,f,f,t,f,f,f,t,f,,0,1
1d0a28020c2802f7a3a1bde90661349e,ba75a326924b291d030a714d0fb3cd3d,119bc4600b757ab0da78f5f4cfa9eb47,4.20008E+11,39.996441,-75.075211,Philadelphia,PA,19137,urban,Philadelphia City School Dist,Philadelphia,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades PreK-2,35,536.69,631.4,20,f,f,4/14/12,f,t,t,t,f,t,t,f,57,2,12
