projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
04253b89bf4b42f1e5f29b23418d36c3,8aac3a46b9ac0df676cfc740d272a425,8827b62394964f26a2764245dac80110,62808000186,37.982525,-121.717316,Oakley,CA,94561,suburban,Oakley Union Elem Sch Dist,Contra Costa,f,f,t,f,f,f,Ms.,f,f,Special Needs,Special Needs,Literacy,Literacy & Language,Books,moderate poverty,Grades 3-5,30,199.08,234.21,10,f,f,10/4/13,t,t,t,t,t,t,f,f,66,6,3
04252e79857561479fb28afa93c02f78,158dd5bc729cd2b05a54720c618d8f68,00d117f6279ab840222bf01570906367,4.82E+11,32.732815,-96.801414,Dallas,TX,75216,urban,Dallas Ind School District,Dallas,f,f,f,f,f,f,Mrs.,f,f,Extracurricular,Applied Learning,Sports,Health & Sports,Supplies,highest poverty,Grades 3-5,35,340.21,400.25,20,f,f,5/30/11,f,,f,,f,,,,,,
04252dc9fc46e21a5e6d38fb051af3a5,d5667ef03830d55a45bead63598ce12e,0a1024c09736969ed3f1243b37374d9c,4.50E+11,35.100783,-82.14493,Campobello,SC,29322,rural,Spartanburg School District 1,Spartanburg,f,f,f,f,f,f,Mrs.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,high poverty,Grades 6-8,30,233.97,275.26,15,f,f,3/17/13,f,f,t,f,t,f,f,f,100,0,2
0424cc13a7a8d60fc4c70c6091f6c208,74c0dd1d9f5c3c4f4e266cf595078489,4677f953b4697dfa329a507ad8a287a3,61111001234,33.716145,-116.373547,Palm Desert,CA,92260,urban,Desert Sands Unif School Dist,Riverside,t,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Other,Applied Learning,Technology,moderate poverty,Grades PreK-2,30,317.52,373.55,26,f,f,7/18/13,f,f,f,t,t,f,f,f,100,0,1
0424945ab933437cf51d29a3b949d6f6,26f728d29bbc141e4c2e83465a7781d0,3db0fc6fcb448139384be87a5980368b,2.91E+11,39.337216,-91.200375,Bowling Green,MO,63334,,Bowling Green R1 Schools,Pike,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,30,508.89,598.69,25,f,f,6/9/13,f,f,f,t,t,t,f,f,100,0,3
042494203fc4a3496972c0d95ff79aa1,a551fbe1376e5635d1851f780782cdaf,9374db29536556b0fe4a9fb7974b38f1,3.60E+11,40.813663,-73.925957,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,t,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades 9-12,35,183.28,215.62,120,f,f,12/7/11,f,t,t,t,f,f,f,f,50,2,1
04248ce250c1d7c17666471edeb849d2,fb175660cfc12342f1f64133d7d99b74,c9f60b6652caa3f76f85f66d70de4f8d,62271002869,34.040463,-118.166498,Los Angeles,CA,90022,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Sports,Health & Sports,,,Supplies,moderate poverty,Grades 6-8,35,500.08,588.33,65,f,f,1/15/12,f,t,t,f,f,t,t,f,42,2,19
04245a973cbb84b4300170813de32d85,ac07e085db81ec1e0211de00be97007b,a9f51ddbd09f2a0bbbd546b0e9b57657,2.93E+11,38.600834,-90.279557,Saint Louis,MO,63139,urban,Missouri Dept of Education,St Louis City,t,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,,,Supplies,high poverty,Grades PreK-2,30,431.95,508.18,44,f,f,5/13/13,t,t,t,t,t,t,t,f,80,3,13
04244e6a6036ae1a082b576c87272816,1e16d8d5775db968801d58238b31d8df,c58838dce64cbe5b21ee9b37432d1883,2.63E+11,43.442977,-83.91028,Saginaw,MI,48601,,Saginaw City School District,Saginaw,f,t,f,f,f,f,Ms.,f,f,Music,Music & The Arts,,,Supplies,highest poverty,Grades 6-8,35,171,201.18,25,t,f,11/14/11,f,f,t,t,f,f,t,f,0,0,2
0424013ed1d8799d846dda6820ea5922,6f56691113cd4f73ee92c8677b4c5abc,db935454637a83edd15dca764f63e1eb,2.80E+11,33.395691,-91.048471,Greenville,MS,38701,,Greenville Public Sch Dist,Washington,f,f,f,f,f,f,Ms.,t,f,College & Career Prep,Applied Learning,Literacy,Literacy & Language,Books,highest poverty,Grades 9-12,17,589.17,718.5,70,f,f,7/22/07,f,f,t,t,f,t,t,f,,0,3
