projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
2962110f3a14942be746d2a12c838a8c,ec46fa896ee55469b49eeb2892ce6a92,d2ee8cdcdfee6ff1429d7319af0e6128,2.40009E+11,39.280418,-76.693253,Baltimore,MD,21229,urban,Baltimore City Public Sch Dist,Baltimore City,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,17,414,504.88,25,f,f,2/22/09,f,f,f,t,f,f,f,f,,0,1
296210d01f0f7c362a681580ea5c18eb,f4c27651c5b953887f72245193c16cba,289257d11a9f9fa54ee2b34d424a56d0,40301000231,32.274547,-110.995195,Tucson,AZ,85705,urban,Flowing Wells Usd 8,Pima,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 9-12,30,431.46,507.6,150,t,f,8/12/12,f,f,t,t,f,t,t,f,33,0,3
2961e3cdec85bc0dea250a93df6b859c,eac48476f6d0f815fdb5ca587bd8539b,d8ea0e5173e90d983d4988546ab66fdf,4.90014E+11,40.606016,-111.874156,Sandy,UT,84070,suburban,Canyons School District,Salt Lake,f,f,f,f,f,f,Mr.,f,f,History & Geography,History & Civics,Literacy,Literacy & Language,Books,high poverty,Grades 6-8,35,376.3,442.71,175,f,f,11/1/11,f,f,f,f,f,f,f,f,0,0,2
2961da234ee5876aa2c413c21088ab6c,489ab0c03cac0f338bd200154c5712ea,7b853fa08901d7e57e7f44fc058ab222,4.00549E+11,36.075336,-95.765169,Broken Arrow,OK,74012,suburban,Broken Arrow School District,Tulsa,f,f,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,,,Technology,moderate poverty,Grades 9-12,35,463.63,545.45,240,f,f,1/3/12,f,,f,,f,,,,,,
2961d51ab00aae833f901b0caca92f9e,2f4372f010f693cadfd2678ba756da98,ff000a85fbe5c47aedd1e7d58abe1f6b,3.41134E+11,40.725857,-74.187456,Newark,NJ,7108,urban,Newark Public School District,Essex,f,f,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,35,680.61,800.72,300,f,f,9/12/11,f,f,f,f,f,f,f,f,0,0,1
2961bf3b205cd028d68af3a9bbe13060,48ab9f750abfac313e6eeb6fa84a967b,596291348287f9a5729f3a3ca00ad14b,1.2015E+11,26.627506,-80.122452,Greenacres,FL,33463,suburban,Palm Beach Co School District,Palm Beach,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,30,436,512.94,36,f,f,5/10/13,f,f,t,t,t,f,t,f,100,0,1
2961ba02222eec9e192277f156cc5e47,e7a481599bcf03ed7e6d145ed82f86be,7ad7cf9a452a3c50b2635f4f0ddf4f32,1.80477E+11,39.800926,-86.136276,Indianapolis,IN,46205,urban,Indianapolis Public Sch Dist,Marion,f,t,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades PreK-2,9,245.61,299.52,35,f,f,3/4/10,f,f,t,t,t,f,t,f,100,0,1
2961a5fc4c3a63f5656ca2a95847812f,341ff1e97fa5e541724d8c7de5a5e7f9,b8dc4583e6cf4b3059d535b8ba9e1370,3.60012E+11,40.682266,-73.916649,Brooklyn,NY,11233,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Ms.,f,t,Other,Applied Learning,,,Technology,highest poverty,Grades 3-5,,600,731.71,0,f,f,7/18/03,f,f,t,t,f,f,t,f,,0,1
2961a3cec79a9c1e72ac04cb2c001d00,fa9109c27a10a631617091be0d8ececb,5583f49b86db96a531716dd772f68fc9,63762011604,34.850052,-118.195526,Rosamond,CA,93560,,Southern Kern Unified Sch Dist,Kern,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,30,904.66,1064.31,25,f,f,11/22/13,f,,f,,f,,,,,,
2961a11b4231f6594781aae4359ba2d3,1df8079e13019c480929e3215a1a5924,f3d72d330c096ee11523c8897fe9fda8,4.70075E+11,35.962578,-83.198364,Newport,TN,37821,,Cocke Co School District,Cocke,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 9-12,30,711.88,837.51,50,f,f,10/11/13,f,,f,,f,,,,,,
29618a16da0e469cd06fee41a3fc1244,18beb097b6e04afd9623299c34d96034,f9fbf3f9a633e76725596539c8a13bee,,33.84885,-84.291588,Atlanta,GA,30345,,Dekalb Co School District,De Kalb,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Supplies,low poverty,Grades PreK-2,30,851.55,1001.82,44,f,f,11/6/13,f,t,t,t,f,t,t,f,38,9,9
29617e0aa7d1c9f82f245d23ff37ac43,daad5c6de0bfb3f6baa7e57519d2b491,d7a1ee5c7072a48312c913daf2699f2b,80480000765,39.733132,-105.082232,Lakewood,CO,80214,suburban,Jefferson Co School Dist R-1,Jefferson,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 6-8,30,329.54,387.69,150,t,f,11/27/12,f,f,t,t,t,t,f,f,66,0,9
29616ede5100a26680e36e363377cd16,939412fabe4714e13595556b91efe725,0219d7a5a03936c822ea09de3a8adb2b,3.70354E+11,36.288911,-76.26306,Elizabeth Cty,NC,27909,,Elizabeth Cty-pasquotank Co SD,Pasquotank,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades 3-5,30,273.42,321.67,50,t,f,11/3/12,f,f,t,f,f,t,t,f,0,0,3
296162ce81a79265754f8fcdc0040944,5d9a24537252b2ae01ad2e06bf984678,4a7ec5b500754963d674cb1c0197c7b0,4.01995E+11,35.413256,-97.443668,Oklahoma City,OK,73135,urban,Midwest City-del City Sch Dist,Oklahoma,f,f,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,30,354.51,417.07,25,t,f,9/18/13,f,f,t,t,t,t,t,f,83,0,8
29615b57945d2d3781aef3e62e039d96,5824a32210c47673301ab353fcfd86d5,aacdbd2bdf66ca0f702504e76ac9da76,1.30006E+11,31.592346,-82.230705,Surrency,GA,31563,rural,Appling Co School District,Appling,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,35,480.49,565.28,24,f,f,8/26/10,f,,f,,f,,,,,,
296110fec722606ed1b465f6d63e70c6,5dffc8913acfb12bbb32b716b44cc9a9,6e010dbf500f85a53f48d2cf5738397a,90045000001,41.192864,-73.174296,Bridgeport,CT,6608,urban,Bridgeport City Sch District,Fairfield,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Environmental Science,Math & Science,Technology,highest poverty,Grades 3-5,35,977.72,1150.26,100,f,f,11/20/10,f,f,f,f,f,t,f,f,,0,3
2960fd2af6ea645da13e4f3a8355f988,6159c77c6517254c44b87bd1eb53af85,7d9cd2f5d5df3dc5f4855dcb4289d70d,62271002959,34.147984,-118.423958,Sherman Oaks,CA,91423,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,moderate poverty,Grades 3-5,35,359.02,422.38,31,t,f,12/13/11,t,t,t,t,t,t,t,f,62,1,7
2960f5e556da5a53f546a77a86c41965,323739c531c7a03bc69201f7c86cc531,4e393c5b7889a57f027ddd5f7ad3f3cf,3.60009E+11,40.855073,-73.916464,Bronx,NY,10453,urban,Empowerment Support Organization,Bronx,f,f,f,f,f,f,Ms.,f,f,Health & Wellness,Health & Sports,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,9,606.3,739.39,20,f,f,9/12/09,f,f,t,t,f,f,t,f,0,0,2
2960e815e2ab403c295d62c8c000f92b,050f1ff4420e9b523faee3a5f887d186,4fc9334b4256afa789d4a13ee77d8a1f,4.50144E+11,32.855202,-80.114464,Charleston,SC,29414,urban,Charleston Co School District,Charleston,f,t,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,17,549,669.51,12,f,f,12/7/08,f,f,t,t,t,t,t,f,100,0,21
2960e39cc6749332eeaaad5410c3099f,ece0cf9671f81eb7f67343849f78bc98,32a3a070be450c0a35ab463314562c9d,5.51077E+11,43.785351,-90.549402,Ontario,WI,54651,rural,Norwalk-ontario-wilton SD,Monroe,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,17,129,157.32,15,f,f,5/3/09,f,f,t,f,f,f,t,f,0,0,1
2960d24be72af24fbe9e76f9d25091a5,6d47931fab6ab780dfc23b7957679517,a5d6b6cdf4d4b0db1f44a266f71e6317,2.40048E+11,39.067917,-77.089699,Rockville,MD,20853,suburban,Montgomery Co Public Schools,Montgomery,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Supplies,highest poverty,Grades PreK-2,9,302.55,368.96,40,f,f,9/2/09,f,f,t,t,t,f,t,f,100,0,1
2960b9e6d751e50f21de6a4b3913dfe7,011b770c85c852c50a42bf00feac6760,c2705ddb3d13d1643ef41101ea0524ec,64212009655,34.618919,-118.21021,Palmdale,CA,93551,suburban,Westside Union School Dist,Los Angeles,f,f,t,f,f,f,Mrs.,f,f,Special Needs,Special Needs,Special Needs,Special Needs,Supplies,moderate poverty,Grades 3-5,9,415.55,506.77,12,f,f,9/23/09,f,f,f,f,t,f,f,f,100,0,2
29608a71cc05aeb85683d7fa0c056605,b7890b768faf33a4cf6e41f8d5064441,40b433cd4edb04f9ad545b016babd952,1.70993E+11,41.856083,-87.667116,Chicago,IL,60608,urban,Pilsen-little Village Network,Cook,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 3-5,17,158,192.68,19,f,f,11/2/08,f,f,t,t,t,t,f,f,100,0,8
29606d08a93be069eeb8b1d97362ea5c,7d7feddd11e33fb7863169613966d467,eebbfe406424fab8b9e4c3a6e8cf24f5,1.70609E+11,41.843465,-87.787347,Berwyn,IL,60402,suburban,South Berwyn School Dist 100,Cook,f,f,f,f,f,f,Ms.,f,f,Other,Applied Learning,,,Technology,highest poverty,Grades 3-5,35,438.75,516.18,450,f,f,9/24/10,f,,f,,f,,,,,,
2960598b9e0e74d8c1e12f8d22f22355,2e347d1d5c486c49fb7ba1da970b1e0a,a9474ac93c205a9169ad53f87a6bf72c,3.90438E+11,41.15987,-81.470451,Cuyahoga Fls,OH,44221,suburban,Cuyahoga Falls City Sch Dist,Summit,f,f,f,f,f,f,Mrs.,f,f,Character Education,Applied Learning,Community Service,Applied Learning,Supplies,moderate poverty,Grades 6-8,35,309.1,363.65,100,f,f,9/30/10,f,t,f,f,f,t,f,f,28,1,5
295ffb332a032d3a95690c04ba68da33,83a69bbb2b62a43d416e86391603ed79,4ee7c6b3541c0a9ee6def4d76fd742bb,3.7015E+11,36.186619,-80.311356,Winston Salem,NC,27106,urban,Winston-salem Forsyth Co SD,Forsyth,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,17,834.23,1017.35,23,f,f,1/27/07,f,,f,,f,,,,,,
295fc995d477f8fe24528d1bbe4ea8e8,b78247ee4d7daef70ce26a889b02d97e,6e41458d65b985895614bd31eb7c9985,4.81623E+11,32.752365,-96.814865,Dallas,TX,75203,urban,Dallas Ind School District,Dallas,f,f,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,30,799.37,940.44,25,t,f,8/12/13,f,,f,,f,,,,,,
295fc7c6f6c92b23f35db8928213d635,78439c69329b1bb0e5acc87fcaeaa492,e0311ef61c61a7e5b66212ae14645f9f,2.20039E+11,29.762604,-93.692612,Cameron,LA,70631,rural,Cameron Parish School District,Cameron,f,f,f,f,f,f,Mrs.,f,f,Early Development,Applied Learning,Health & Wellness,Health & Sports,Other,moderate poverty,Grades 9-12,,188,229.27,25,f,f,1/25/07,f,,f,,f,,,,,,
295fb2853cffb45c6ae3dde23a26ad52,e94577aac141fd5ecec2a99fb9231d51,5465cc9bbbdcb6a008822cd204f8cd0d,1.91458E+11,42.468424,-91.906485,Independence,IA,50644,,Independence Cmty Sch District,Buchanan,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,30,611.62,719.55,22,f,f,9/20/13,f,f,t,f,f,f,t,f,0,0,1
295f9dcc076e12bf33f573aa3f0957f7,cb9d1f51375510919770b42e1b0d1217,945682e18aae5a2b1289cbf8740f8007,4.80894E+11,30.235065,-97.763892,Austin,TX,78704,urban,Austin Ind School District,Travis,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,9,208.51,254.28,11,f,f,9/19/09,f,f,t,t,t,t,t,f,100,0,4
295ed830e06599235679d824c9b1eb25,e1ee3f72a40024d893c5e0a43825357a,7b05243bc6e3c4d4d7bdd6038863e84e,3.6001E+11,40.665033,-73.959201,Brooklyn,NY,11225,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades PreK-2,35,354.37,416.91,20,f,t,8/11/11,f,f,f,t,f,f,f,f,0,0,2
295ebe119cd833952c5dff30533d23f4,29693bec7bdcdea2f25c0d195ce560a9,a810eac69316bf871639878ef6d49d28,4.50228E+11,33.385961,-79.299733,Georgetown,SC,29440,,Georgetown Co School District,Georgetown,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Mathematics,Math & Science,Books,highest poverty,Grades 6-8,30,391.15,460.18,28,f,t,6/10/12,f,f,t,t,f,t,t,f,0,0,3
295eb44e9429c247c5002c3495f3ec79,423b319a094c53ff6649d5d5708dba28,ecee802548e744813911d001a77263d4,2.10062E+11,38.294499,-82.767325,Rush,KY,41168,rural,Boyd Co Public School District,Boyd,f,f,f,f,f,f,Mr.,f,f,Environmental Science,Math & Science,Applied Sciences,Math & Science,Supplies,highest poverty,Grades 9-12,9,483.41,589.52,175,t,f,11/29/09,f,f,t,f,f,f,t,f,0,0,1
295e96ac1e4f0977a3c5043e410173de,f004035bc51b8a3f2725a541ce5ff4fa,59a9d9dbc2f6b2bcc1b30ffbb3091cf4,3.60009E+11,40.814302,-73.886897,Bronx,NY,10474,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,35,440.49,518.22,25,f,f,1/30/11,t,t,t,t,t,f,f,t,100,1,0
295e8bf51a7132adfc3aab351eb6ade0,57ef834f3a864de5c5ff6d5a230fcc55,0271cf21e0b931b9e9bb47ac77b8dc11,3.60009E+11,40.648728,-73.975703,Brooklyn,NY,11218,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,,440.75,537.5,26,f,f,12/10/04,f,f,t,t,f,f,t,f,,0,1
295e60407fd1e5795ab0bded06c88060,996c94df94b7a71a41954fac6741bbcd,bced52529389bc9883005f03cb86eed3,20018000078,61.157082,-149.935349,Anchorage,AK,99502,urban,Anchorage School District,Anchorage,f,f,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,Visual Arts,Music & The Arts,Technology,high poverty,Grades 3-5,30,708.6,833.65,22,t,f,10/5/13,f,f,t,f,f,f,t,f,0,0,2
295e5cdcadc46d6b6a56f55cac8fbcdf,f95ab6e215a3dad5abdcca49cfabeefa,9675ee30321c6b287279696bb5cd2677,1.10003E+11,38.89262,-76.978569,Washington,DC,20002,urban,Dc Public Schools,District Of Columbia,f,t,f,f,f,f,Mr.,f,f,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,highest poverty,Grades 6-8,35,476.98,561.15,12,f,f,6/18/12,f,f,t,f,f,f,t,f,0,0,1
