projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
14c2446086d057cec8d0bca2b264736f,97bf2e03ca664b2f03c6ab746f4385bf,e6115cd7884ad67cb6755ed527c9f983,1.30549E+11,32.967316,-82.785431,Sandersville,GA,31082,,Washington Co School District,Washington,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,35,350.51,412.36,35,f,f,9/25/11,f,f,f,t,t,f,f,f,100,0,1
14c23b887ba50fe1e96087773cf89fe3,0a30602b31d855c15c210d0973c2da7d,ed3f57d3007e58fe5f48c42e2ddef222,62223002643,38.034683,-121.32933,Stockton,CA,95209,urban,Lodi Unified School District,San Joaquin,f,f,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,30,506.11,595.42,20,f,f,2/27/13,f,f,t,t,t,t,t,f,83,0,7
14c23896b73474ad17ad47b0d2245264,12158f33e99554bdc6edb5bd864bf07c,d43a1e35417b56dda57ebc2d53912cd3,62805004303,37.81917,-122.201381,Oakland,CA,94611,,Oakland Unified School Dist,Alameda,f,f,f,f,f,f,Mr.,t,f,Mathematics,Math & Science,,,Supplies,high poverty,Grades 6-8,35,292.95,344.65,125,f,t,9/30/10,f,f,t,f,f,f,t,f,0,0,2
14c208208cd271e63ed5ce27c80a5cb2,770537a6c7492763918e862f8c4dec1c,7b4ee98d252a1772a4a9aba4f2bf5069,,29.704066,-95.604251,Houston,TX,77072,urban,Alief Ind School District,Harris,f,f,f,f,f,f,Ms.,f,f,ESL,Literacy & Language,Literacy,Literacy & Language,Other,highest poverty,Grades 9-12,30,452.12,531.91,75,f,f,11/7/12,f,f,t,f,f,f,t,f,0,0,1
14c1fe114afe5dd360d64b694a2a4c91,1d833381929cd90067b794471b171375,bc504957746cd9ab4e5b8f596274b6ba,62964004602,33.620968,-114.605927,Blythe,CA,92225,,Palo Verde Unified School Dist,Riverside,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Health & Life Science,Math & Science,Books,highest poverty,Grades 9-12,30,512.88,603.39,70,f,f,6/30/13,f,f,f,t,f,f,f,f,,0,1
14c1f41775ec9a3aaa5696ffe6232391,d8ffb1e1d9f3343423ffe7c3f52194cc,9ba477b86c6abdd811ce79d0f700258a,2.51323E+11,42.278153,-71.850775,Worcester,MA,1602,urban,Worcester Public School Dist,Worcester,f,t,f,f,f,f,Mr.,f,f,College & Career Prep,Applied Learning,Applied Sciences,Math & Science,Technology,high poverty,Grades 6-8,30,445.97,524.67,120,t,f,1/1/13,f,f,t,t,f,t,t,t,50,0,8
14c1ef09a79f7513c2b3c32fbef72bbb,d9b51eac0e053d76d8e433420a57b088,b8ab33bd154d6beda1776da93b67a1a6,62271003419,34.304832,-118.505836,Granada Hills,CA,91344,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,35,710.87,836.32,30,f,f,12/1/11,f,t,t,t,f,t,f,f,46,10,13
14c1e23b1e02a468d64a2be8f5bcaab0,28428a1d959c95b42efa56ad87fbb6c5,cceeffe1e25e531ba0224ea82df57298,63432012630,32.761902,-117.12872,San Diego,CA,92116,urban,San Diego Unified School Dist,San Diego,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,1723.19,2027.28,19,f,f,12/16/13,f,t,f,t,f,f,f,f,,1,2
14c1d32167f3b18d5a9f1854838df305,cf489aef5350880bff1b60fed3413a6d,eb6ec3e647c7b5e747c06cbe3201708b,62805011559,37.751709,-122.179527,Oakland,CA,94621,urban,Oakland Unified School Dist,Alameda,f,f,f,t,f,f,Ms.,t,f,Early Development,Applied Learning,Visual Arts,Music & The Arts,Technology,highest poverty,Grades PreK-2,35,667.23,784.98,20,f,f,10/28/11,f,f,t,f,f,f,t,f,50,0,2
14c1d2b6dde022c98eed8d16d8bd7c10,025b6d03cbb6c915ea65ff7895f040af,18904b5a1160dab3beb3d1a2d0e5b136,,29.671189,-95.570138,Houston,TX,77099,,Houston Ind School District,Harris,t,f,f,f,t,f,Mr.,f,f,Performing Arts,Music & The Arts,Music,Music & The Arts,Technology,highest poverty,Grades 9-12,9,676.88,825.46,50,t,f,11/7/09,f,f,t,t,f,t,t,f,25,0,4
14c1a0285707fb7d98ef6a8682a1974d,8a8d6400b5f98b6348e80055872f8f60,d99fe14b0911af14222e51ca60d518ac,4.8411E+11,29.774559,-95.570694,Houston,TX,77079,urban,Spring Branch Ind Sch District,Harris,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Environmental Science,Math & Science,Technology,low poverty,Grades PreK-2,30,1667.98,1962.33,120,f,f,9/3/13,f,f,t,f,f,f,t,f,0,0,1
14c169a09137e9a9ab7ac6431a761682,4caf2d77b9347d00a38ced7cc41b8a0b,7eb570a334feb75e62772b9cd1b42cfc,3.60009E+11,40.839466,-73.901764,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,f,f,f,t,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 9-12,35,437.11,514.25,257,t,t,5/22/11,f,f,t,f,f,f,t,f,50,0,2
