projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
0c82a1c6603112667e4c5c6a2df8613c,a2a7cab61dc239a7cb50f6c51210e963,d6c29e869b09d86f191fa2b6b0eccf08,1.72406E+11,40.194,-88.400909,Mahomet,IL,61853,,Mahomet-seymour Cmty SD 3,Champaign,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Books,moderate poverty,Grades PreK-2,35,456.92,537.55,35,f,f,5/10/12,f,f,t,t,t,t,t,f,100,0,4
0c8256230867c9e6c4a88894c9d673a4,6d75e53057557a147e00a756d599fbbd,a7098147a0f82626127e10adc2ed8719,4.50252E+11,32.327248,-81.041424,Hardeeville,SC,29927,rural,Jasper Co School District,Jasper,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,,,Technology,highest poverty,Grades 6-8,35,269.13,316.62,100,f,f,11/8/11,f,f,t,t,t,t,t,f,80,0,7
0c824917171e029f6f3824833f663f4b,2efba89aa96d7fc3ba63637aa329a706,6ca52178ad6e7a845a9db9adcc48135b,,40.813381,-73.913857,Bronx,NY,10455,,,Bronx,f,f,f,f,f,f,Mr.,f,t,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,,166.97,203.62,20,f,f,8/2/04,f,f,t,t,f,f,t,f,,0,1
0c8239a4e7e836a6da05c6b12802f4c6,8f5567ee89a9e9b766f9f3b224a37ad8,33f27970dfa739ffecf2ea4676db5d17,2.50279E+11,42.294639,-71.049865,Dorchester,MA,2122,urban,Boston Public School District,Suffolk,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,9,678,826.83,20,f,f,5/12/09,f,f,t,t,t,t,t,f,100,0,17
0c8237b3b0e1a8c67fd9b34435a48db2,da65833226137645b9fa6a8686af62d7,0ee52ad1a558be8ccb37a0a59c82620d,,39.177303,-84.48111,Cincinnati,OH,45237,urban,[County run],Hamilton,t,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,30,313.18,368.45,25,t,f,7/22/13,f,f,f,f,f,t,f,f,50,0,5
0c8235cc4c09e1400f7b5732f5a4e93a,b01c4c6eff5f1b4217c1337a5ea0a6e7,d5072c7bb2bf7854e63e720ba83182b6,2.20183E+11,30.919324,-93.285289,Rosepine,LA,70659,,Vernon Parish School District,Vernon,f,f,f,f,f,f,Mr.,f,f,Performing Arts,Music & The Arts,,,Technology,highest poverty,Grades 9-12,35,547.97,644.67,135,f,f,9/6/11,t,t,t,t,t,f,t,f,66,2,1
0c82306d59266e9ade9825d52d528ef9,610ef05e4b30ad6f8609ce239be1dd1e,ba3950edd80d81bbbb6d14536fd0eba2,50612000327,36.122545,-93.996314,Fayetteville,AR,72703,urban,Fayetteville School District 1,Washington,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Supplies,moderate poverty,Grades 6-8,35,945.94,1112.87,300,f,f,9/28/11,f,f,t,f,f,f,t,f,0,0,2
0c820e25cebac3b9bdfb8278c5eaff07,cb908a48cfdf89c4475f6aaa7c3f538d,e3156e8746dcf227fb9aea2686f52419,1.70993E+11,41.862602,-87.659437,Chicago,IL,60608,urban,Chicago Psd-Area 52/53,Cook,t,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 9-12,35,436.33,513.33,150,f,f,7/16/12,f,f,t,f,f,f,t,f,0,0,1
0c8207dae05c6a8ec8acba08d5c8f8ad,73af63cbb18250d9ed238d7406d6e0d5,24826f1ca04870fca17c731ef2877a62,4.8264E+11,30.453825,-97.981487,Lago Vista,TX,78645,rural,Lago Vista Ind School District,Travis,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Environmental Science,Math & Science,Books,moderate poverty,Grades PreK-2,9,348.67,425.21,21,f,f,9/23/09,f,,f,,f,,,,,,
0c81cb1850456d2e5a761a5f346202d6,8a1ea71e11d97732f0afc16d76aba4fe,c9a028853133db742f9577126b8c60ea,4.83726E+11,35.295296,-101.870605,Amarillo,TX,79108,rural,River Road Ind School Dist,Potter,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,30,828.78,975.04,25,f,f,8/31/13,t,t,t,t,t,f,t,f,66,3,2
