9/1/02,12,12,1,,,,,,,,,,,,,,
10/1/02,4,4,1,,,,,,,,,,,,,,
11/1/02,22,23,0.956521739,,,,,,,,,,,,,,
12/1/02,0,2,0,,,,,,,,,,,,,,
1/1/03,7,7,1,,,,,,,,,,,,,,
2/1/03,6,7,0.857142857,,,,,,,,,,,,,,
3/1/03,9,11,0.818181818,,,,,,,,,,,,,,
4/1/03,4,4,1,,,,,,,,,,,,,,
5/1/03,4,5,0.8,,,,,,,,,,,,,,
6/1/03,58,62,0.935483871,,,,,,,,,,,,,,
7/1/03,10,12,0.833333333,,,,,,,,,,,,,,
8/1/03,17,18,0.944444444,,,,,,,,,,,,,,
9/1/03,6,12,0.5,,,,,,,,,,,,,,
10/1/03,10,11,0.909090909,,,,,,,,,,,,,,
11/1/03,6,6,1,,,,,,,,,,,,,,
12/1/03,2,3,0.666666667,,,,,,,,,,,,,,
1/1/04,29,32,0.90625,,,,,,,,,,,,,,
2/1/04,21,23,0.913043478,,,,,,,,,,,,,,
3/1/04,25,25,1,,,,,,,,,,,,,,
4/1/04,28,31,0.903225806,,,,,,,,,,,,,,
5/1/04,36,39,0.923076923,,,,,,,,,,,,,,
6/1/04,18,19,0.947368421,,,,,,,,,,,,,,
7/1/04,22,24,0.916666667,,,,,,,,,,,,,,
8/1/04,22,24,0.916666667,,,,,,,,,,,,,,
9/1/04,32,37,0.864864865,,,,,,,,,,,,,,
10/1/04,20,23,0.869565217,,,,,,,,,,,,,,
11/1/04,38,43,0.88372093,,,,,,,,,,,,,,
12/1/04,39,44,0.886363636,,,,,,,,,,,,,,
1/1/05,41,47,0.872340426,,,,,,,,,,,,,,
2/1/05,39,48,0.8125,,,,,,,,,,,,,,
3/1/05,38,52,0.730769231,,,,,,,,,,,,,,
4/1/05,34,48,0.708333333,,,,,,,,,,,,,,
5/1/05,36,46,0.782608696,,,,,,,,,,,,,,
6/1/05,20,34,0.588235294,,,,,,,,,,,,,,
7/1/05,19,35,0.542857143,,,,,,,,,,,,,,
8/1/05,65,106,0.613207547,,,,,,,,,,,,,,
9/1/05,44,65,0.676923077,,,,,,,,,,,,,,
10/1/05,45,70,0.642857143,,,,,,,,,,,,,,
11/1/05,64,101,0.633663366,,,,,,,,,,,,,,
12/1/05,61,86,0.709302326,,,,,,,,,,,,,,
1/1/06,54,77,0.701298701,,,,,,,,,,,,,,
2/1/06,57,81,0.703703704,,,,,,,,,,,,,,
3/1/06,63,101,0.623762376,,,,,,,,,,,,,,
4/1/06,61,116,0.525862069,,,,,,,,,,,,,,
5/1/06,55,86,0.639534884,,,,,,,,,,,,,,
6/1/06,43,72,0.597222222,,,,,,,,,,,,,,
7/1/06,56,95,0.589473684,,,,,,,,,,,,,,
8/1/06,123,186,0.661290323,,,,,,,,,,,,,,
9/1/06,131,221,0.592760181,,,,,,,,,,,,,,
10/1/06,123,211,0.582938389,,,,,,,,,,,,,,
11/1/06,116,214,0.542056075,,,,,,,,,,,,,,
12/1/06,86,134,0.641791045,,,,,,,,,,,,,,
1/1/07,88,177,0.497175141,,,,,,,,,,,,,,
2/1/07,100,168,0.595238095,,,,,,,,,,,,,,
3/1/07,74,115,0.643478261,,,,,,,,,,,,,,
4/1/07,73,114,0.640350877,,,,,,,,,,,,,,
5/1/07,56,72,0.777777778,,,,,,,,,,,,,,
6/1/07,88,114,0.771929825,,,,,,,,,,,,,,
7/1/07,109,137,0.795620438,,,,,,,,,,,,,,
8/1/07,139,191,0.727748691,,,,,,,,,,,,,,
9/1/07,200,266,0.751879699,,,,,,,,,,,,,,
10/1/07,287,370,0.775675676,,,,,,,,,,,,,,
11/1/07,384,505,0.76039604,,,,,,,,,,,,,,
12/1/07,253,381,0.664041995,,,,,,,,,,,,,,
1/1/08,208,398,0.522613065,,,,,,,,,,,,,,
2/1/08,175,371,0.471698113,,,,,,,,,,,,,,
3/1/08,180,413,0.435835351,,,,,,,,,,,,,,
4/1/08,140,293,0.4778157,,,,,,,,,,,,,,
5/1/08,66,156,0.423076923,,,,,,,,,,,,,,
6/1/08,77,164,0.469512195,,,,,,,,,,,,,,
7/1/08,150,267,0.561797753,,,,,,,,,,,,,,
8/1/08,235,345,0.68115942,,,,,,,,,,,,,,
9/1/08,271,395,0.686075949,,,,,,,,,,,,,,
10/1/08,260,355,0.732394366,,,,,,,,,,,,,,
11/1/08,242,311,0.778135048,,,,,,,,,,,,,,
12/1/08,273,357,0.764705882,,,,,,,,,,,,,,
1/1/09,235,344,0.683139535,,,,,,,,,,,,,,
2/1/09,289,428,0.675233645,,,,,,,,,,,,,,
3/1/09,250,437,0.57208238,,,,,,,,,,,,,,
4/1/09,191,266,0.718045113,,,,,,,,,,,,,,
5/1/09,301,460,0.654347826,,,,,,,,,,,,,,
6/1/09,119,226,0.526548673,,,,,,,,,,,,,,
7/1/09,168,281,0.597864769,,,,,,,,,,,,,,
8/1/09,436,617,0.706645057,,,,,,,,,,,,,,
9/1/09,486,718,0.676880223,,,,,,,,,,,,,,
10/1/09,410,573,0.715532286,,,,,,,,,,,,,,
11/1/09,292,343,0.851311953,,,,,,,,,,,,,,
12/1/09,332,394,0.842639594,,,,,,,,,,,,,,
1/1/10,340,450,0.755555556,,,,,,,,,,,,,,
2/1/10,258,414,0.623188406,,,,,,,,,,,,,,
3/1/10,288,458,0.628820961,,,,,,,,,,,,,,
4/1/10,278,444,0.626126126,,,,,,,,,,,,,,
5/1/10,224,332,0.674698795,,,,,,,,,,,,,,
6/1/10,195,282,0.691489362,,,,,,,,,,,,,,
7/1/10,257,352,0.730113636,,,,,,,,,,,,,,
8/1/10,604,760,0.794736842,,,,,,,,,,,,,,
9/1/10,866,1146,0.755671902,,,,,,,,,,,,,,
10/1/10,644,855,0.753216374,,,,,,,,,,,,,,
11/1/10,405,539,0.751391466,,,,,,,,,,,,,,
12/1/10,673,923,0.729144095,,,,,,,,,,,,,,
1/1/11,511,819,0.623931624,,,,,,,,,,,,,,
2/1/11,476,749,0.635514019,,,,,,,,,,,,,,
3/1/11,544,819,0.664224664,,,,,,,,,,,,,,
4/1/11,451,778,0.579691517,,,,,,,,,,,,,,
5/1/11,175,338,0.517751479,,,,,,,,,,,,,,
6/1/11,179,376,0.47606383,,,,,,,,,,,,,,
7/1/11,313,509,0.614931238,,,,,,,,,,,,,,
8/1/11,574,852,0.67370892,,,,,,,,,,,,,,
